S/N,Level,Type,Part No,Part Rev,Part Status,Latest,Nomenclature,Drawing Sheets,Instance ID,Instance ID 총수량(D/L DB),Instance ID 총수량(ALL DB),Qty,NextPart
36334,10,Material,AMS 5520.-.S,-,Release,T,"CRES SHEET, STRIP, AND PLATE, PH15-7MO",,,,,1.0,85B6104-019
36336,10,Material,AMS 5520.-.S,-,Release,T,"CRES SHEET, STRIP, AND PLATE, PH15-7MO",,,,,1.0,85B6104-023
36338,10,Material,AMS 5520.-.S,-,Release,T,"CRES SHEET, STRIP, AND PLATE, PH15-7MO",,,,,1.0,85B6104-025
36340,10,Material,AMS 5520.-.S,-,Release,T,"CRES SHEET, STRIP, AND PLATE, PH15-7MO",,,,,1.0,85B6104-027
36342,10,Material,AMS 5520.-.S,-,Release,T,"CRES SHEET, STRIP, AND PLATE, PH15-7MO",,,,,1.0,85B6104-029
36346,10,Material,AMS 5520.-.S,-,Release,T,"CRES SHEET, STRIP, AND PLATE, PH15-7MO",,,,,1.0,85B6104-005
36348,10,Material,AMS 5520.-.S,-,Release,T,"CRES SHEET, STRIP, AND PLATE, PH15-7MO",,,,,1.0,85B6104-033
36350,10,Material,AMS 5520.-.S,-,Release,T,"CRES SHEET, STRIP, AND PLATE, PH15-7MO",,,,,1.0,85B6104-035
36352,10,Material,AMS 5520.-.S,-,Release,T,"CRES SHEET, STRIP, AND PLATE, PH15-7MO",,,,,1.0,85B6104-037
36354,10,Material,AMS-QQ-A-250/4-T3.-.S,-,Release,T,ALUMINUM ALLOY 2024,,,,,1.0,85B6104-039
36356,10,Material,AMS-QQ-A-250/4-T3.-.S,-,Release,T,ALUMINUM ALLOY 2024,,,,,1.0,85B6104-043
36358,10,Material,AMS-QQ-A-250/4-T3.-.S,-,Release,T,ALUMINUM ALLOY 2024,,,,,1.0,85B6104-045
36360,10,Material,AMS-QQ-A-250/4-T3.-.S,-,Release,T,ALUMINUM ALLOY 2024,,,,,1.0,85B6104-047
36364,10,Material,AMS 5520.-.S,-,Release,T,"CRES SHEET, STRIP, AND PLATE, PH15-7MO",,,,,1.0,85B6104-007
36366,10,Material,AMS-QQ-A-250/4-T3.-.S,-,Release,T,ALUMINUM ALLOY 2024,,,,,1.0,85B6104-043
36368,10,Material,AMS-QQ-A-250/4-T3.-.S,-,Release,T,ALUMINUM ALLOY 2024,,,,,1.0,85B6104-049
36370,10,Material,AMS-QQ-A-250/4-T3.-.S,-,Release,T,ALUMINUM ALLOY 2024,,,,,1.0,85B6104-053
36372,10,Material,AMS-QQ-A-250/4-T3.-.S,-,Release,T,ALUMINUM ALLOY 2024,,,,,1.0,85B6104-055
36374,10,Material,AMS-QQ-A-250/4-T3.-.S,-,Release,T,ALUMINUM ALLOY 2024,,,,,1.0,85B6104-057
36376,10,Material,AMS-QQ-A-250/4-T3.-.S,-,Release,T,ALUMINUM ALLOY 2024,,,,,1.0,85B6104-059
36384,10,Material,AMS-T-9046&NOTED.MATERIALSHALL BE ALLOY TI-CP-1.CONDITION A.S,-,Release,T,"TITANIUM & TITANIUM ALLOY SHEET, STRIP, AND PLATE",,,,,1.0,85B6242-053
36386,10,Material,AMS-QQ-A-250/4-T62.-.S,A,Release,T,ALUMINUM ALLOY 2024,,,,,1.0,85B6242-055
36388,10,Material,AMS-QQ-A-250/4-T62.-.S,A,Release,T,ALUMINUM ALLOY 2024,,,,,1.0,85B6256-053
36600,10,General,85B6721-005,-,Release,T,FAIRING,,85B6721-003,,3.0,1.0,85B6710-011
36602,10,General,85B6721-007,-,Release,T,FAIRING,,85B6721-003,,3.0,1.0,85B6710-011
36604,10,General,85B6725-005,A,Release,T,FRAME,,85B6725-003,,5.0,1.0,85B6710-011
36606,10,General,85B6726-005,A,Release,T,PANEL,,85B6726-003,,3.0,1.0,85B6710-011
36608,10,General,85B6727-005,D,Release,T,FRAME,,85B6727-003,,8.0,1.0,85B6710-011
36610,10,General,85B6731-005,-,Release,T,ANGLE,,85B6731-003,,3.0,1.0,85B6710-011
36612,10,General,85B6731-006,-,Release,T,ANGLE,,85B6731-004,,3.0,1.0,85B6710-011
36614,10,General,85B6734-007,-,Release,T,ANGLE,,85B6734-005,,4.0,1.0,85B6710-011
36616,10,General,85B6735-009,-,Release,T,ANGLE,,85B6735-005,,3.0,1.0,85B6710-011
36618,10,General,85B6737-005,-,Release,T,SEMI FRAME,,85B6737-003,,3.0,1.0,85B6710-011
36620,10,General,85B6738-005,A,Release,T,SEMI FRAME,,85B6738-003,,4.0,1.0,85B6710-011
36622,10,General,85B6739-005,A,Release,T,SEMI FRAME,,85B6739-003,,4.0,1.0,85B6710-011
36624,10,General,85B6741-007,-,Release,T,ANGLE,,85B6741-005,,3.0,1.0,85B6710-011
36626,10,General,85B6744-011,A,Release,T,"STIFFENER, ASSY OF",,85B6744-001,,4.0,1.0,85B6710-011
36631,10,General,85B6745-011,A,Release,T,"STIFFENER, ASSY OF",,85B6745-001,,4.0,1.0,85B6710-011
36636,10,Material,85TB0103A032.-.NA,-,Release,T,SHIM STOCK,,,,,9999.0,85B6710-011
36637,10,Material,85TB0103A062.-.NA,-,Release,T,SHIM STOCK,,,,,9999.0,85B6710-011
36638,10,Material,FMS-1044-TYV.-.NA,A,Release,T,SEALANT,,,,,9999.0,85B6710-011
36639,10,Standard,MS20426AD5-6,-,Release,T,RIVET,,,,,6.0,85B6710-011
36640,10,Standard,MS20470AD5-6,-,Release,T,RIVET,,,,,85.0,85B6710-011
36641,10,Standard,MS20470AD5-7,-,Release,T,RIVET,,,,,12.0,85B6710-011
36642,10,Standard,MS90354S0502,-,Release,T,RIVET,,,,,7.0,85B6710-011
36643,10,Standard,NAS9302B-5-02,-,Release,T,RIVET,,,,,23.0,85B6710-011
36644,10,Standard,NAS9302B-5-03,-,Release,T,RIVET,,,,,85.0,85B6710-011
36645,10,Standard,NAS9302B-5-04,-,Release,T,RIVET,,,,,14.0,85B6710-011
36646,10,Standard,NAS9302B-5-05,-,Release,T,RIVET,,,,,8.0,85B6710-011
36648,10,Material,AMS-QQ-A-250/4-T62.-.S,A,Release,T,ALUMINUM ALLOY 2024,,,,,1.0,85B6733-005
36650,10,Material,AMS-QQ-A-250/4-T62.-.S,A,Release,T,ALUMINUM ALLOY 2024,,,,,1.0,85B6733-006
36652,10,Material,AMS-QQ-A-250/4-T62.-.S,A,Release,T,ALUMINUM ALLOY 2024,,,,,1.0,85B6736-007
36667,10,Material,AMS-QQ-A-250/4-T62.-.S,A,Release,T,ALUMINUM ALLOY 2024,,,,,1.0,85B6722-013
36669,10,Material,AMS-QQ-A-250/12-T62.-.S,-,Release,T,ALUMINUM ALLOY 7075,,,,,1.0,85B6722-015
36671,10,Material,AMS-QQ-A-250/12-T62.-.S,-,Release,T,ALUMINUM ALLOY 7075,,,,,1.0,85B6722-017
36673,10,Material,AMS-QQ-A-250/12-T62.-.S,-,Release,T,ALUMINUM ALLOY 7075,,,,,1.0,85B6722-019
36679,10,Material,AMS-QQ-A-250/4-T62.-.S,A,Release,T,ALUMINUM ALLOY 2024,,,,,1.0,85B6722-014
36681,10,Material,AMS-QQ-A-250/12-T62.-.S,-,Release,T,ALUMINUM ALLOY 7075,,,,,1.0,85B6722-016
36683,10,Material,AMS-QQ-A-250/12-T62.-.S,-,Release,T,ALUMINUM ALLOY 7075,,,,,1.0,85B6722-018
36685,10,Material,AMS-QQ-A-250/12-T62.-.S,-,Release,T,ALUMINUM ALLOY 7075,,,,,1.0,85B6722-020
36700,10,Material,AMS-QQ-A-250/4-T81.-.S,-,Release,T,ALUMINUM ALLOY 2024,,,,,1.0,85B6623-053
36702,10,Material,AMS-QQ-A-250/4-T81.-.S,-,Release,T,ALUMINUM ALLOY 2024,,,,,1.0,85B6623-054
36704,10,Material,AMS-QQ-A-250/4-T62.-.S,A,Release,T,ALUMINUM ALLOY 2024,,,,,1.0,85B6910-053
36706,10,Material,AMS-QQ-A-250/4-T62.-.S,A,Release,T,ALUMINUM ALLOY 2024,,,,,1.0,85B6911-053
36708,10,Material,AMS-QQ-A-250/4-T62.-.S,A,Release,T,ALUMINUM ALLOY 2024,,,,,1.0,85B6911-055
36710,10,Material,AMS-QQ-A-250/4-T81.-.S,-,Release,T,ALUMINUM ALLOY 2024,,,,,1.0,85B6911-057
36712,10,Material,AMS-QQ-A-250/4-T81.-.S,-,Release,T,ALUMINUM ALLOY 2024,,,,,1.0,85B6911-059
36714,10,Material,AMS-QQ-A-250/4-T62.-.S,A,Release,T,ALUMINUM ALLOY 2024,,,,,1.0,85B6912-053
36716,10,Material,AMS-QQ-A-250/4-T62.-.S,A,Release,T,ALUMINUM ALLOY 2024,,,,,1.0,85B6912-054
36718,10,Material,AMS-QQ-A-250/4-T851.-.P,-,Release,T,ALUMINUM ALLOY 2024,,,,,1.0,85B6912-057
36720,10,Material,AMS-QQ-A-250/4-T851.-.P,-,Release,T,ALUMINUM ALLOY 2024,,,,,1.0,85B6912-058
36722,10,Material,FMS-3002-T851.-.P,-,Release,T,ALUMINUM ALLOY 2124 PLATE,,,,,1.0,85B6920-653
36724,10,Material,FMS-3008-T851.-.P,-,Release,T,ALUMINUM ALLOY 2124 PLATE,,,,,1.0,85B6921-055
36726,10,Material,AMS-QQ-A-250/4-T62.-.S,A,Release,T,ALUMINUM ALLOY 2024,,,,,1.0,85B6925-053
36728,10,Material,85TB5024-22-2.-.NA,-,Release,T,RUBBER SHEET,,,,,1.0,85B6951-053
36730,10,Material,85TB5024-22-2.-.NA,-,Release,T,RUBBER SHEET,,,,,1.0,85B6951-054
36732,10,Material,85TB5024-22-2.-.NA,-,Release,T,RUBBER SHEET,,,,,1.0,85B6951-055
36734,10,Material,85TB5024-22-2.-.NA,-,Release,T,RUBBER SHEET,,,,,1.0,85B6951-056
36736,10,Material,85TB5024-22-2.-.NA,-,Release,T,RUBBER SHEET,,,,,1.0,85B6951-057
36738,10,Material,85TB5024-22-2.-.NA,-,Release,T,RUBBER SHEET,,,,,1.0,85B6951-058
36740,10,Material,AMS 5629-H1000.-.B,A,Release,T,"CRES BAR, FORGING & EXTRUSION, PH13-8MO",,,,,1.0,85B6971-053
36742,10,Material,AMS 5629-H1000.-.B,A,Release,T,"CRES BAR, FORGING & EXTRUSION, PH13-8MO",,,,,1.0,85B6971-054
36744,10,Material,FMS-1111-STA.-.B,-,Release,T,"STEEL ALLOY, 10 NICKEL",,,,,1.0,85B6973-053
36746,10,Material,FMS-1111-STA.-.B,-,Release,T,"STEEL ALLOY, 10 NICKEL",,,,,1.0,85B6973-054
36748,10,General,85B6975-053,A,Release,T,PLATE,,85B6975-003,,4.0,1.0,85B6975-051
36750,10,Standard,MS20426AD3,-,Release,T,RIVET,,,,,12.0,85B6975-051
36751,10,Standard,MS21075L06N,-,Release,T,NUT,,,,,6.0,85B6975-051
36753,10,Material,AMS-QQ-A-250/4-T62.-.S,A,Release,T,ALUMINUM ALLOY 2024,,,,,1.0,85B6976-053
36755,10,Material,AMS-QQ-A-250/4-T851.-.P,-,Release,T,ALUMINUM ALLOY 2024,,,,,1.0,85B6982-053
36757,10,Material,AMS-QQ-A-250/4-T851.-.P,-,Release,T,ALUMINUM ALLOY 2024,,,,,1.0,85B6982-054
36759,10,Material,AMS-QQ-A-250/4-T62.-.S,A,Release,T,ALUMINUM ALLOY 2024,,,,,1.0,85B6983-053
36761,10,Material,AMS-QQ-A-250/4-T62.-.S,A,Release,T,ALUMINUM ALLOY 2024,,,,,1.0,85B6983-054
36763,10,Material,AMS-QQ-A-250/4-T62.-.S,A,Release,T,ALUMINUM ALLOY 2024,,,,,1.0,85B6984-053
36765,10,Material,AMS-QQ-A-250/4-T62.-.S,A,Release,T,ALUMINUM ALLOY 2024,,,,,1.0,85B6984-054
36767,10,Material,AMS-QQ-A-250/4-T81.-.S,-,Release,T,ALUMINUM ALLOY 2024,,,,,1.0,85B6986-053
36769,10,Material,AMS-QQ-A-250/4-T81.-.S,-,Release,T,ALUMINUM ALLOY 2024,,,,,1.0,85B6986-054
36771,10,Material,AMS-QQ-A-250/4-T62.-.S,A,Release,T,ALUMINUM ALLOY 2024,,,,,1.0,85B6988-053
36773,10,Material,AMS-QQ-A-250/4-T62.-.S,A,Release,T,ALUMINUM ALLOY 2024,,,,,1.0,85B6988-054
36775,10,Material,AMS-QQ-A-250/4-T62.-.S,A,Release,T,ALUMINUM ALLOY 2024,,,,,1.0,85B6991-053
36777,10,Material,AMS-QQ-A-250/4-T62.-.S,A,Release,T,ALUMINUM ALLOY 2024,,,,,1.0,85B6991-054
36779,10,Material,AMS-QQ-A-250/4-T62.-.S,A,Release,T,ALUMINUM ALLOY 2024,,,,,1.0,85B6992-053
36781,10,Material,AMS-QQ-A-250/4-T62.-.S,A,Release,T,ALUMINUM ALLOY 2024,,,,,1.0,85B6993-053
36783,10,Material,AMS-QQ-A-250/4-T62.-.S,A,Release,T,ALUMINUM ALLOY 2024,,,,,1.0,85B6993-054
36785,10,Material,AMS-QQ-A-250/4-T62.-.S,A,Release,T,ALUMINUM ALLOY 2024,,,,,1.0,85B6994-053
36787,10,General,85D6120-073,-,Release,T,BRACKET,,85D6370-073,,1.0,1.0,85D6140-701
36789,10,Standard,85TP1006-2,-,Release,T,BRACKET,,,,,1.0,85D6140-701
36790,10,Standard,85TP1010-11,-,Release,T,STUD,,,,,1.0,85D6140-701
36791,10,Standard,85TV1026-10R,-,Release,T,NUT,,,,,1.0,85D6140-701
36792,10,Standard,MS20470AD4-7,-,Release,T,RIVET,,,,,4.0,85D6140-701
36794,10,Standard,85TV0178-1,-,Release,T,ADAPTOR,,,,,1.0,85D6400-601
36795,10,Commercial,85VE8357-609,A,Release,T,"CABLE ASSEMBLY SET,RADIO FREQUENCY",2,85VE8357-109,,2.0,1.0,85D6400-601
36796,10,Standard,MS21042L3,-,Release,T,NUT,,,,,1.0,85D6400-601
36797,10,Standard,MS21919WDG5,-,Release,T,CLAMP,,,,,2.0,85D6400-601
36798,10,Standard,MS35207-263,-,Release,T,SCREW,,,,,1.0,85D6400-601
36799,10,Standard,NAS43DD3-22N,-,Release,T,SPACER,,,,,1.0,85D6400-601
36870,10,Material,85TK0050A33T8511.SEE 85TK-STD.BE,-,Release,T,EXTRUSION,,,,,1.0,85D6350-603
36892,10,Material,AMS-QQ-A-250/4-T62.-.S,A,Release,T,ALUMINUM ALLOY 2024,,,,,1.0,85E6465-603
36903,10,Material,AMS-QQ-A-250/4-T3.-.S,-,Release,T,ALUMINUM ALLOY 2024,,,,,1.0,85H6531-003
36908,10,Material,AMS-QQ-A-250/4-T3.-.S,-,Release,T,ALUMINUM ALLOY 2024,,,,,1.0,85H6631-033
36913,10,Material,AMS-QQ-A-250/4-T81.-.S,-,Release,T,ALUMINUM ALLOY 2024,,,,,1.0,85H6631-043
36918,10,Material,AMS-QQ-A-250/4-T3.-.S,-,Release,T,ALUMINUM ALLOY 2024,,,,,1.0,85H6631-053
36923,10,Material,AMS-QQ-A-250/4-T3.-.S,-,Release,T,ALUMINUM ALLOY 2024,,,,,1.0,85H6631-063
36928,10,Material,AMS-QQ-A-250/4-T3.-.S,-,Release,T,ALUMINUM ALLOY 2024,,,,,1.0,85H6631-073
36946,10,Material,AMS-QQ-A-250/4-T3.-.S,-,Release,T,ALUMINUM ALLOY 2024,,,,,1.0,85H6531-033
36951,10,Material,AMS-QQ-A-250/4-T62.-.S,A,Release,T,ALUMINUM ALLOY 2024,,,,,1.0,85H6531-053
37114,10,Material,FMS-3002-T851.-.P,-,Release,T,ALUMINUM ALLOY 2124 PLATE,,,,,1.0,85P6921-003
37119,10,Material,FMS-3002-T851.-.P,-,Release,T,ALUMINUM ALLOY 2124 PLATE,,,,,1.0,85P6921-013
37124,10,Material,FMS-3002-T851.-.P,-,Release,T,ALUMINUM ALLOY 2124 PLATE,,,,,1.0,85P6921-023
37129,10,Material,FMS-3002-T851.-.P,-,Release,T,ALUMINUM ALLOY 2124 PLATE,,,,,1.0,85P6921-033
37146,10,Material,AMS-QQ-A-250/4-T62.-.S,A,Release,T,ALUMINUM ALLOY 2024,,,,,1.0,85PF6590-223
37170,10,Material,AMS-QQ-A-250/4-T62.-.S,A,Release,T,ALUMINUM ALLOY 2024,,,,,1.0,85Y6092-033
37192,10,Material,AMS-QQ-A-250/4-T62.-.S,A,Release,T,ALUMINUM ALLOY 2024,,,,,1.0,85E6526-613
37199,10,Material,AMS-QQ-A-250/4-T62.-.S,A,Release,T,ALUMINUM ALLOY 2024,,,,,1.0,85E6526-623
37234,10,General,85B6471-053,-,Release,T,STIFFENER,,85B6471-003,,4.0,1.0,85B6401-251
37236,10,General,85B6472-053,-,Release,T,STIFFENER,,85B6472-003,,4.0,1.0,85B6401-251
37238,10,General,85B6501-253,-,Release,T,BEAM,,85B6501-053,,1.0,1.0,85B6401-251
37240,10,General,85B6502-253,A,Release,T,BEAM,2,85B6502-253,,1.0,1.0,85B6401-251
37242,10,General,85B6603-253,A,Release,T,SUPPORT,,85B6603-053,,2.0,1.0,85B6401-251
37244,10,General,85B6614-053,-,Release,T,BRACKET,,85B6614-003,,3.0,1.0,85B6401-251
37246,10,General,85B6624-053,-,Release,T,BRACKET,,85B6624-003,,3.0,1.0,85B6401-251
37248,10,Material,85TB0103A062.-.NA,-,Release,T,SHIM STOCK,,,,,9999.0,85B6401-251
37249,10,Standard,85TV1158-8,-,Release,T,COLLAR,,,,,36.0,85B6401-251
37250,10,Material,AMS-QQ-A-250/4-T3.-.S,-,Release,T,ALUMINUM ALLOY 2024,,,,,9999.0,85B6401-251
37251,10,Material,AMS-QQ-A-250/4-T81.-.S,-,Release,T,ALUMINUM ALLOY 2024,,,,,9999.0,85B6401-251
37252,10,Material,FMS-1044-TYV.-.NA,A,Release,T,SEALANT,,,,,9999.0,85B6401-251
37253,10,Standard,MS14181-04010L,-,Release,T,BOLT,,,,,7.0,85B6401-251
37254,10,Standard,MS14182L04,-,Release,T,NUT,,,,,7.0,85B6401-251
37255,10,Standard,MS14183L-4,-,Release,T,WASHER,,,,,7.0,85B6401-251
37256,10,Standard,MS14183L-C4,-,Release,T,WASHER,,,,,7.0,85B6401-251
37257,10,Standard,MS20470AD5-6,-,Release,T,RIVET,,,,,14.0,85B6401-251
37258,10,Standard,NAS4450S08-06,-,Release,T,PIN,,,,,4.0,85B6401-251
37259,10,Standard,NAS4450S08-07,-,Release,T,PIN,,,,,3.0,85B6401-251
37260,10,Standard,NAS4450S08-08,-,Release,T,PIN,,,,,9.0,85B6401-251
37261,10,Standard,NAS4450S08-09,-,Release,T,PIN,,,,,13.0,85B6401-251
37262,10,Standard,NAS4452S08-06,-,Release,T,PIN,,,,,3.0,85B6401-251
37263,10,Standard,NAS4452S08-07,-,Release,T,PIN,,,,,4.0,85B6401-251
37265,10,General,85B6471-054,-,Release,T,STIFFENER,,85B6471-004,,4.0,1.0,85B6401-252
37267,10,General,85B6472-054,-,Release,T,STIFFENER,,85B6472-004,,4.0,1.0,85B6401-252
37269,10,General,85B6501-254,-,Release,T,BEAM,,85B6501-054,,1.0,1.0,85B6401-252
37271,10,General,85B6502-254,A,Release,T,BEAM,,85B6502-054,,3.0,1.0,85B6401-252
37273,10,General,85B6603-254,A,Release,T,SUPPORT,,85B6603-054,,2.0,1.0,85B6401-252
37275,10,General,85B6614-054,-,Release,T,BRACKET,,85B6614-004,,3.0,1.0,85B6401-252
37277,10,General,85B6624-054,-,Release,T,BRACKET,,85B6624-004,,3.0,1.0,85B6401-252
37279,10,Material,85TB0103A062.-.NA,-,Release,T,SHIM STOCK,,,,,9999.0,85B6401-252
37280,10,Standard,85TV1158-8,-,Release,T,COLLAR,,,,,36.0,85B6401-252
37281,10,Material,AMS-QQ-A-250/4-T3.-.S,-,Release,T,ALUMINUM ALLOY 2024,,,,,9999.0,85B6401-252
37282,10,Material,AMS-QQ-A-250/4-T81.-.S,-,Release,T,ALUMINUM ALLOY 2024,,,,,9999.0,85B6401-252
37283,10,Material,FMS-1044-TYV.-.NA,A,Release,T,SEALANT,,,,,9999.0,85B6401-252
37284,10,Standard,MS14181-04010L,-,Release,T,BOLT,,,,,7.0,85B6401-252
37285,10,Standard,MS14182L04,-,Release,T,NUT,,,,,7.0,85B6401-252
37286,10,Standard,MS14183L-4,-,Release,T,WASHER,,,,,7.0,85B6401-252
37287,10,Standard,MS14183L-C4,-,Release,T,WASHER,,,,,7.0,85B6401-252
37288,10,Standard,MS20470AD5-6,-,Release,T,RIVET,,,,,14.0,85B6401-252
37289,10,Standard,NAS4450S08-06,-,Release,T,PIN,,,,,4.0,85B6401-252
37290,10,Standard,NAS4450S08-07,-,Release,T,PIN,,,,,3.0,85B6401-252
37291,10,Standard,NAS4450S08-08,-,Release,T,PIN,,,,,9.0,85B6401-252
37292,10,Standard,NAS4450S08-09,-,Release,T,PIN,,,,,13.0,85B6401-252
37293,10,Standard,NAS4452S08-06,-,Release,T,PIN,,,,,3.0,85B6401-252
37294,10,Standard,NAS4452S08-07,-,Release,T,PIN,,,,,4.0,85B6401-252
37296,10,Material,FMS-3008-T851.-.P,-,Release,T,ALUMINUM ALLOY 2124 PLATE,,,,,1.0,85B6430-655
37298,10,Material,FMS-3008-T851.-.P,-,Release,T,ALUMINUM ALLOY 2124 PLATE,,,,,1.0,85B6431-655
37300,10,Material,AMS-QQ-A-250/4-T62.-.S,A,Release,T,ALUMINUM ALLOY 2024,,,,,1.0,85B6436-053
37302,10,Material,AMS-QQ-A-250/4-T62.-.S,A,Release,T,ALUMINUM ALLOY 2024,,,,,1.0,85B6436-054
37304,10,Material,AMS-QQ-A-250/4-T62.-.S,A,Release,T,ALUMINUM ALLOY 2024,,,,,1.0,85B6436-055
37306,10,Material,AMS-QQ-A-250/4-T62.-.S,A,Release,T,ALUMINUM ALLOY 2024,,,,,1.0,85B6436-056
37308,10,Material,FMS-3002-T851.-.P,-,Release,T,ALUMINUM ALLOY 2124 PLATE,,,,,1.0,85B6450-053
37310,10,Material,FMS-3002-T851.-.P,-,Release,T,ALUMINUM ALLOY 2124 PLATE,,,,,1.0,85B6450-054
37312,10,Material,AMS-QQ-A-250/4-T62.-.S,A,Release,T,ALUMINUM ALLOY 2024,,,,,1.0,85B6459-053
37314,10,Material,AMS-QQ-A-250/4-T62.-.S,A,Release,T,ALUMINUM ALLOY 2024,,,,,1.0,85B6459-054
37316,10,Material,AMS-QQ-A-250/4-T62.-.S,A,Release,T,ALUMINUM ALLOY 2024,,,,,1.0,85B6460-053
37318,10,Material,AMS-QQ-A-250/4-T62.-.S,A,Release,T,ALUMINUM ALLOY 2024,,,,,1.0,85B6460-054
37320,10,Material,AMS-QQ-A-250/4-T851.-.P,-,Release,T,ALUMINUM ALLOY 2024,,,,,1.0,85B6461-053
37322,10,Material,AMS-QQ-A-250/4-T851.-.P,-,Release,T,ALUMINUM ALLOY 2024,,,,,1.0,85B6461-054
37324,10,Material,FMS-3002-T851.-.P,-,Release,T,ALUMINUM ALLOY 2124 PLATE,,,,,1.0,85B6470-053
37326,10,Material,FMS-3002-T851.-.P,-,Release,T,ALUMINUM ALLOY 2124 PLATE,,,,,1.0,85B6470-054
37328,10,General,85B6473-053,C,Release,T,SUPPORT,1,85B6473-003,,8.0,1.0,85B6473-051
37330,10,General,85B6473-055,-,Release,T,WASHER,,85H6127-005,,3.0,2.0,85B6473-051
37332,10,Material,FMS-3018-FRIB.-.NA,-,Release,T,ADHESIVE,,,,,9999.0,85B6473-051
37333,10,Material,FMS-3018-FRII.-.NA,A,Release,T,ADHESIVE PRIMER,,,,,9999.0,85B6473-051
37335,10,General,85B6473-054,C,Release,T,SUPPORT,,85B6473-004,,8.0,1.0,85B6473-052
37337,10,General,85B6473-055,-,Release,T,WASHER,,85H6127-005,,3.0,2.0,85B6473-052
37339,10,Material,FMS-3018-FRIB.-.NA,-,Release,T,ADHESIVE,,,,,9999.0,85B6473-052
37340,10,Material,FMS-3018-FRII.-.NA,A,Release,T,ADHESIVE PRIMER,,,,,9999.0,85B6473-052
37342,10,Material,AMS-QQ-A-250/4-T62.-.S,A,Release,T,ALUMINUM ALLOY 2024,,,,,1.0,85B6492-055
37344,10,Material,AMS-QQ-A-250/4-T62.-.S,A,Release,T,ALUMINUM ALLOY 2024,,,,,1.0,85B6492-056
37346,10,Material,FMS-3004-T7351.-.P,-,Release,T,ALUMINUM ALLOY 7475 PLATE,,,,,1.0,85B6503-053
37348,10,Material,FMS-3004-T7351.-.P,-,Release,T,ALUMINUM ALLOY 7475 PLATE,,,,,1.0,85B6503-054
37350,10,Material,AMS-QQ-A-250/4-T62.-.S,A,Release,T,ALUMINUM ALLOY 2024,,,,,1.0,85B6532-253
37352,10,Material,AMS-QQ-A-250/4-T62.-.S,A,Release,T,ALUMINUM ALLOY 2024,,,,,1.0,85B6532-254
37354,10,Material,AMS-QQ-A-250/4-T851.-.P,-,Release,T,ALUMINUM ALLOY 2024,,,,,1.0,85B6535-053
37356,10,Material,FMS-3002-T851.-.P,-,Release,T,ALUMINUM ALLOY 2124 PLATE,,,,,1.0,85B6564-053
37358,10,Material,FMS-3002-T851.-.P,-,Release,T,ALUMINUM ALLOY 2124 PLATE,,,,,1.0,85B6564-054
37360,10,Material,AMS-QQ-A-250/4-T851.-.P,-,Release,T,ALUMINUM ALLOY 2024,,,,,1.0,85B6574-053
37362,10,Material,AMS-QQ-A-250/4-T851.-.P,-,Release,T,ALUMINUM ALLOY 2024,,,,,1.0,85B6574-054
37364,10,Material,AMS-QQ-A-250/4-T851.-.P,-,Release,T,ALUMINUM ALLOY 2024,,,,,1.0,85B6575-053
37366,10,Material,AMS-QQ-A-250/4-T851.-.P,-,Release,T,ALUMINUM ALLOY 2024,,,,,1.0,85B6575-054
37368,10,Material,AMS-QQ-A-250/4-T62.-.S,A,Release,T,ALUMINUM ALLOY 2024,,,,,1.0,85B6610-053
37370,10,Material,AMS-QQ-A-250/4-T62.-.S,A,Release,T,ALUMINUM ALLOY 2024,,,,,1.0,85B6610-054
37372,10,Material,AMS-QQ-A-250/4-T851.-.P,-,Release,T,ALUMINUM ALLOY 2024,,,,,1.0,85B6611-053
37374,10,Material,AMS-QQ-A-250/4-T851.-.P,-,Release,T,ALUMINUM ALLOY 2024,,,,,1.0,85B6611-054
37449,10,General,85B6495-053,B,Release,T,SKIN,,85B6495-003,,5.0,1.0,85B6409-051
37451,10,General,85B6496-053,B,Release,T,COVER,,85B6496-003,,5.0,1.0,85B6409-051
37453,10,General,85B6497-053,A,Release,T,DOUBLER,,85B6497-003,,5.0,1.0,85B6409-051
37455,10,Material,FMS-3064-FRI.-.NA,A,Release,T,SEALANT,,,,,9999.0,85B6409-051
37456,10,Standard,MS21043-4,-,Release,T,NUT,,,,,22.0,85B6409-051
37457,10,Standard,NAS1149C0432R,-,Release,T,WASHER,,,,,22.0,85B6409-051
37458,10,Standard,NAS1200-3-4,-,Release,T,RIVET,,,,,44.0,85B6409-051
37459,10,Standard,NAS1200-3-6,-,Release,T,RIVET,,,,,16.0,85B6409-051
37460,10,Standard,NAS1581K4T4,-,Release,T,BOLT,,,,,42.0,85B6409-051
37461,10,Standard,NAS1791C4-1,-,Release,T,NUT,,,,,20.0,85B6409-051
37462,10,Standard,NAS1791C4-2,-,Release,T,NUT,,,,,10.0,85B6409-051
37464,10,Material,AMS-QQ-A-250/4-T62.-.S,A,Release,T,ALUMINUM ALLOY 2024,,,,,1.0,85B6432-603
37466,10,Material,AMS-QQ-A-250/4-T62.-.S,A,Release,T,ALUMINUM ALLOY 2024,,,,,1.0,85B6433-053
37468,10,Material,AMS-QQ-A-250/4-T62.-.S,A,Release,T,ALUMINUM ALLOY 2024,,,,,1.0,85B6434-055
37470,10,General,85B6490-655,A,Release,T,SKIN,1,85B6490-655,,2.0,1.0,85B6490-651
